Supplementary Table 2. Phase separation probability of all the reviewed human proteins			
Uniprot	Gene	Probability	Type
Q9P0S2	COX16	0.116	Other
Q9UFG5	CS025	0.116	Other
O43414	ERI3	0.116	Other
Q2M3D2	EX3L2	0.116	Other
Q9UN88	GBRT	0.116	Other
P23416	GLRA2	0.116	Other
Q9NZH8	IL36G	0.116	Other
Q01449	MLRA	0.116	Other
Q9NQG6	MID51	0.116	Other
Q9ULR5	PAI2B	0.116	Other
Q9ULC6	PADI1	0.116	Other
O75900	MMP23	0.116	Other
O95157	NXPH3	0.116	Other
Q9Y5X5	NPFF2	0.116	Other
P04085	PDGFA	0.116	Other
Q8N4E4	PDCL2	0.116	Other
Q9BZG2	PPAT	0.116	Other
Q5VWM4	PRAM8	0.116	Other
P0DJ07	PT100	0.116	Other
Q14206	RCAN2	0.116	Other
Q6UW15	REG3G	0.116	Other
P49798	RGS4	0.116	Other
Q8N5J4	SPIC	0.116	Other
Q96EM0	T3HPD	0.116	Other
P21731	TA2R	0.116	Other
Q9BSH4	TACO1	0.116	Other
Q13641	TPBG	0.116	Other
Q8NFU3	TSTD1	0.116	Other
Q9BTM9	URM1	0.116	Other
Q6ZVH6	YK004	0.116	Other
Q8N9V3	WSDU1	0.116	Other
Q9Y6B6	SAR1B	0.115	Other
Q9Y276	BCS1	0.115	Other
O75828	CBR3	0.115	Other
P30532	ACHA5	0.115	Other
P30926	ACHB4	0.115	Other
Q9H0P7	AGIT1	0.115	Other
Q8WXI3	ASB10	0.115	Other
Q99440	CD006	0.115	Other
P58549	FXYD7	0.115	Other
P48165	CXA8	0.115	Other
Q9BUV8	CT024	0.115	Other
Q8WU03	GLYL2	0.115	Other
Q9Y662	HS3SB	0.115	Other
P40305	IFI27	0.115	Other
Q9BQP7	MGME1	0.115	Other
A8MXV4	NUD19	0.115	Other
Q9HBI0	PARVG	0.115	Other
Q3LHN0	KR251	0.115	Other
Q86WQ0	NR2CA	0.115	Other
Q5TYX0	PRAM5	0.115	Other
Q4JDL3	PTN20	0.115	Other
O95825	QORL1	0.115	Other
O43567	RNF13	0.115	Other
P49908	SEPP1	0.115	Other
Q96P15	SPB11	0.115	Other
Q9NS93	TM7S3	0.115	Other
Q2NL98	VMAC	0.115	Other
Q8N976	YG039	0.115	Other
Q5T9L3	WLS	0.115	Other
O15527	OGG1	0.114	Other
Q9Y6A2	CP46A	0.114	Other
Q8N145	LGI3	0.114	Other
Q9BXI3	5NT1A	0.114	Other
P01911	2B1F	0.114	Other
O94778	AQP8	0.114	Other
Q14032	BAAT	0.114	Other
Q53S99	CB083	0.114	Other
O00481	BT3A1	0.114	Other
P09693	CD3G	0.114	Other
Q8IU89	CERS3	0.114	Other
Q9NY64	GTR8	0.114	Other
Q7LFX5	CHSTF	0.114	Other
O43745	CHP2	0.114	Other
Q96SQ9	CP2S1	0.114	Other
O95057	DIRA1	0.114	Other
P0CF75	EBLN1	0.114	Other
Q8N5H3	FA89B	0.114	Other
Q9UKT5	FBX4	0.114	Other
P01762	HV301	0.114	Other
P04433	KV309	0.114	Other
Q96E66	LRC51	0.114	Other
Q7Z4W2	LYZL2	0.114	Other
Q86V88	MGDP1	0.114	Other
P51843	NR0B1	0.114	Other
O95397	PKHA9	0.114	Other
Q9UIG5	PS1C1	0.114	Other
P41222	PTGDS	0.114	Other
P48595	SPB10	0.114	Other
Q9UMX9	S45A2	0.114	Other
Q9Y2C5	S17A4	0.114	Other
Q9H3Y6	SRMS	0.114	Other
Q8N0U2	TMM61	0.114	Other
Q9ULP9	TBC24	0.113	Other
Q9NS86	LANC2	0.113	Other
Q5T3F8	CSCL2	0.113	Other
Q7Z7J5	DPPA2	0.113	Other
Q96GX2	A7L3B	0.113	Other
A6NK59	ASB14	0.113	Other
Q8NHP1	ARK74	0.113	Other
Q8NCT1	ARRD4	0.113	Other
Q6ZMB0	B3GN6	0.113	Other
P56381	ATP5E	0.113	Other
Q99622	C10	0.113	Other
Q9H5L9	CE066	0.113	Other
Q96KN9	CXD4	0.113	Other
O95876	FRITZ	0.113	Other
Q15760	GPR19	0.113	Other
Q6PXP3	GTR7	0.113	Other
Q9NS75	CLTR2	0.113	Other
Q9NRP2	COXM2	0.113	Other
Q02221	CX6A2	0.113	Other
Q92564	DCNL4	0.113	Other
Q8N687	DB125	0.113	Other
Q8WV16	DCAF4	0.113	Other
O95278	EPM2A	0.113	Other
Q5T1J6	F182A	0.113	Other
B1ANY3	F220P	0.113	Other
O75072	FKTN	0.113	Other
Q9HCT0	FGF22	0.113	Other
Q9BX67	JAM3	0.113	Other
A6NG13	MGT4D	0.113	Other
Q96RQ9	OXLA	0.113	Other
Q9H0H3	KLH25	0.113	Other
Q96NX5	KCC1G	0.113	Other
Q53F39	MPPE1	0.113	Other
Q17RQ9	NKPD1	0.113	Other
Q8TCT1	PHOP1	0.113	Other
O15304	SIVA	0.113	Other
O00212	RHOD	0.113	Other
Q9ULK6	RN150	0.113	Other
P07998	RNAS1	0.113	Other
P35542	SAA4	0.113	Other
A2RU48	SMCO3	0.113	Other
Q96DR4	STAR4	0.113	Other
Q15573	TAF1A	0.113	Other
Q66K66	TM198	0.113	Other
Q92536	YLAT2	0.113	Other
A8MPS7	YDJC	0.113	Other
P0DPI2	NA	0.112	Other
Q3MJ16	PA24E	0.112	Other
Q9H0Q0	FA49A	0.112	Other
Q96GS6	AB17A	0.112	Other
Q9NQ31	AKIP1	0.112	Other
P48448	AL3B2	0.112	Other
Q8TD86	CALL6	0.112	Other
P17213	BPI	0.112	Other
C9JJ37	BTBDJ	0.112	Other
Q66K79	CBPZ	0.112	Other
B2RD01	CENP1	0.112	Other
Q99675	CGRF1	0.112	Other
P20827	EFNA1	0.112	Other
P15954	COX7C	0.112	Other
Q969M2	CXA10	0.112	Other
Q92520	FAM3C	0.112	Other
Q5JUQ0	FA78A	0.112	Other
P23083	HV103	0.112	Other
P01780	HV319	0.112	Other
Q9BW83	IFT27	0.112	Other
Q86YT9	JAML1	0.112	Other
O43934	MFS11	0.112	Other
P48544	KCNJ5	0.112	Other
A2A368	MAGBG	0.112	Other
Q6NVV0	MKRN5	0.112	Other
Q96EZ4	MYEOV	0.112	Other
Q92581	SL9A6	0.112	Other
Q9Y694	S22A7	0.112	Other
P41440	S19A1	0.112	Other
Q86U17	SPA11	0.112	Other
Q96DC7	TMCO6	0.112	Other
Q8IU68	TMC8	0.112	Other
I1YAP6	TRI77	0.112	Other
Q9NS68	TNR19	0.112	Other
Q0VG73	YC023	0.112	Other
Q9H2F3	3BHS7	0.111	Other
Q4W5N1	ABCAB	0.111	Other
P28223	5HT2A	0.111	Other
Q9BRR6	ADPGK	0.111	Other
Q8N6S5	AR6P6	0.111	Other
O43286	B4GT5	0.111	Other
O43825	B3GT2	0.111	Other
Q6UX41	BTNL8	0.111	Other
Q7Z4U5	CF201	0.111	Other
O95727	CRTAM	0.111	Other
Q8N1L1	CV037	0.111	Other
Q92820	GGH	0.111	Other
Q14449	GRB14	0.111	Other
Q7Z4H3	HDDC2	0.111	Other
Q6UXN8	CLC9A	0.111	Other
Q8WUR7	CO040	0.111	Other
Q6ZN54	DEFI8	0.111	Other
O43921	EFNA2	0.111	Other
Q9NYK6	EURL	0.111	Other
O75949	F155B	0.111	Other
B6SEH9	ERVV2	0.111	Other
Q9UH90	FBX40	0.111	Other
Q86W67	F228A	0.111	Other
Q6P2I3	FAH2B	0.111	Other
B3EWG5	FM25C	0.111	Other
B3EWG4	FM25B	0.111	Other
Q9BQS6	HSPB9	0.111	Other
O75840	KLF7	0.111	Other
Q6UX15	LAYN	0.111	Other
P43362	MAGA9	0.111	Other
P0CG21	NHLC4	0.111	Other
Q96CB9	NSUN4	0.111	Other
P23219	PGH1	0.111	Other
P37287	PIGA	0.111	Other
O60810	PRAM4	0.111	Other
Q96P65	QRFPR	0.111	Other
Q96L33	RHOV	0.111	Other
P02753	RET4	0.111	Other
Q7RTT9	S29A4	0.111	Other
P51170	SCNNG	0.111	Other
Q9NUR3	TM74B	0.111	Other
Q15629	TRAM1	0.111	Other
Q96HH6	TMM19	0.111	Other
Q9H1Z9	TSN10	0.111	Other
Q9UL62	TRPC5	0.111	Other
Q9NUQ7	UFSP2	0.111	Other
Q8WTX9	ZDHC1	0.111	Other
Q9H898	ZMAT4	0.11	Other
Q96BQ5	CC127	0.11	Other
P02763	A1AG1	0.11	Other
Q9Y614	ACL7B	0.11	Other
Q7Z3H0	ANR33	0.11	Other
Q8NHY0	B4GN2	0.11	Other
Q86YB8	ERO1B	0.11	Other
Q8NCL4	GALT6	0.11	Other
O14772	FPGT	0.11	Other
O60565	GREM1	0.11	Other
Q96L46	CPNS2	0.11	Other
Q7Z7G2	CPLX4	0.11	Other
Q9NZQ0	DJC27	0.11	Other
A8MWE9	EFCB8	0.11	Other
Q9Y5Q0	FADS3	0.11	Other
B3EWG3	FM25A	0.11	Other
P55082	MFAP3	0.11	Other
Q9H1L0	MI1HG	0.11	Other
P14920	OXDA	0.11	Other
Q9P0G3	KLK14	0.11	Other
Q9UNX9	KCJ14	0.11	Other
Q9UKR3	KLK13	0.11	Other
O15296	LX15B	0.11	Other
Q16048	MCHL1	0.11	Other
Q9BUA6	MYL10	0.11	Other
O15239	NDUA1	0.11	Other
Q9H2L5	RASF4	0.11	Other
Q5JT25	RAB41	0.11	Other
Q9UNT1	RBL2B	0.11	Other
Q8WVZ7	RN133	0.11	Other
Q8WUG5	S22AH	0.11	Other
Q5VZV4	S31B1	0.11	Other
Q5VXD3	SAM13	0.11	Other
O43760	SNG2	0.11	Other
P62380	TBPL1	0.11	Other
Q8WUU8	TM174	0.11	Other
Q8WW62	TMED6	0.11	Other
Q9BXA6	TSSK6	0.11	Other
Q8N8Y2	VA0D2	0.11	Other
Q9BSU3	NAA11	0.109	Other
P48728	GCST	0.109	Other
Q9TQE0	2B19	0.109	Other
Q32M84	BTBDG	0.109	Other
Q8IW40	CC103	0.109	Other
Q5VT33	CX031	0.109	Other
Q96F83	CN079	0.109	Other
Q5BN46	CI116	0.109	Other
Q8N268	CT197	0.109	Other
Q16678	CP1B1	0.109	Other
Q86SQ9	DHDDS	0.109	Other
O15121	DEGS1	0.109	Other
Q9C0D9	EPT1	0.109	Other
Q9Y680	FKBP7	0.109	Other
P48167	GLRB	0.109	Other
P48060	GLIP1	0.109	Other
Q9Y5N1	HRH3	0.109	Other
Q5SR56	HIAL1	0.109	Other
P04180	LCAT	0.109	Other
P19256	LFA3	0.109	Other
Q96E22	NGBR	0.109	Other
A6NGN4	PRA25	0.109	Other
O60813	PRA11	0.109	Other
Q9NY99	SNTG2	0.109	Other
Q9Y2E8	SL9A8	0.109	Other
P0DJH9	RD3L	0.109	Other
A8MT19	RHN2P	0.109	Other
P58004	SESN2	0.109	Other
Q8N4H0	SPA6L	0.109	Other
A2A2V5	SRTM1	0.109	Other
Q9C0K7	STRAB	0.109	Other
Q8N6Q1	TMC5A	0.109	Other
Q8N5M4	TTC9C	0.109	Other
Q9Y3C8	UFC1	0.109	Other
O14905	WNT9B	0.109	Other
P78348	ASIC1	0.108	Other
Q9P0L9	PK2L1	0.108	Other
Q9BTE1	DCTN5	0.108	Other
Q8WUY1	THEM6	0.108	Other
Q92561	PHYIP	0.108	Other
P02708	ACHA	0.108	Other
P27037	AVR2A	0.108	Other
Q9BZR8	B2L14	0.108	Other
O60909	B4GT2	0.108	Other
O95561	CA105	0.108	Other
P06307	CCKN	0.108	Other
P48052	CBPA2	0.108	Other
A6NF36	CC182	0.108	Other
A6NI87	CBY3	0.108	Other
Q9NPF2	CHSTB	0.108	Other
P0DMB2	CH088	0.108	Other
O15335	CHAD	0.108	Other
Q7LGC8	CHST3	0.108	Other
A0PJE2	DHR12	0.108	Other
Q9P1J3	DHAS1	0.108	Other
A6NKX1	F223B	0.108	Other
Q9BX51	GGTL1	0.108	Other
P55259	GP2	0.108	Other
P07686	HEXB	0.108	Other
Q5TA89	HES5	0.108	Other
P0CJ72	HMN5	0.108	Other
Q12794	HYAL1	0.108	Other
O14832	PAHX	0.108	Other
Q96KK3	KCNS1	0.108	Other
Q8N3J2	METL4	0.108	Other
Q9UF11	PKHB1	0.108	Other
Q9NS28	RGS18	0.108	Other
Q6NW40	RGMB	0.108	Other
Q96D21	RHES	0.108	Other
Q4U2R6	RM51	0.108	Other
Q8TAC9	SCAM5	0.108	Other
B5MCN3	S14L6	0.108	Other
Q4U2R8	S22A6	0.108	Other
Q96GA7	SDSL	0.108	Other
Q86VL8	S47A2	0.108	Other
Q9H5Q4	TFB2M	0.108	Other
O15482	TEX28	0.108	Other
Q5T0D9	TPRGL	0.108	Other
Q9NX00	TM160	0.108	Other
Q96J77	TPD55	0.108	Other
Q9NQE7	TSSP	0.108	Other
P04628	WNT1	0.108	Other
Q96MT0	YJ006	0.108	Other
A8MXK9	YQ018	0.108	Other
Q9BSF4	CS052	0.107	Other
Q8N2F6	ARM10	0.107	Other
Q30134	2B18	0.107	Other
P45381	ACY2	0.107	Other
Q8N6D5	ANR29	0.107	Other
Q7Z7M8	B3GN8	0.107	Other
P54710	ATNG	0.107	Other
Q6ZUL3	CH086	0.107	Other
Q8IYI0	CT196	0.107	Other
P36383	CXG1	0.107	Other
Q9H1M3	DB129	0.107	Other
Q8NEC7	GSTCD	0.107	Other
Q9BYG8	GSDMC	0.107	Other
Q8N668	COMD1	0.107	Other
Q9BXN2	CLC7A	0.107	Other
Q96NS8	CLUP3	0.107	Other
Q4KN68	CT062	0.107	Other
A6NGU7	CX028	0.107	Other
P01903	DRA	0.107	Other
Q68CQ7	GL8D1	0.107	Other
Q9Y5L2	HLPDA	0.107	Other
Q5T8I9	HENMT	0.107	Other
P0CJ76	HMN9	0.107	Other
Q53FT3	HIKES	0.107	Other
P55103	INHBC	0.107	Other
Q9HB29	ILRL2	0.107	Other
Q8WV92	MITD1	0.107	Other
Q8WV07	ORAV1	0.107	Other
Q8IZK6	MCLN2	0.107	Other
Q96EH8	NEUL3	0.107	Other
Q9HAS0	NJMU	0.107	Other
Q3KNS1	PTHD3	0.107	Other
Q96T83	SL9A7	0.107	Other
Q9BY78	RNF26	0.107	Other
Q9UDX4	S14L3	0.107	Other
Q8IWL8	STH	0.107	Other
P05452	TETN	0.107	Other
Q9BZS9	YG041	0.107	Other
Q9BRI3	ZNT2	0.107	Other
Q86SG5	S1A7A	0.106	Other
Q8N4T8	CBR4	0.106	Other
P36969	GPX4	0.106	Other
Q7Z465	BNIPL	0.106	Other
P25090	FPR2	0.106	Other
Q7Z4J2	GL6D1	0.106	Other
Q11128	FUT5	0.106	Other
Q96M42	CU129	0.106	Other
Q6P3W2	DJC24	0.106	Other
P28068	DMB	0.106	Other
A6NFA0	F205C	0.106	Other
Q5VW38	GP107	0.106	Other
P01814	HV201	0.106	Other
P01589	IL2RA	0.106	Other
A6NK06	IRG1	0.106	Other
A4D126	ISPD	0.106	Other
Q96RI0	PAR4	0.106	Other
Q9UBX7	KLK11	0.106	Other
Q9H2R5	KLK15	0.106	Other
Q96QS6	KPSH2	0.106	Other
Q9BT17	MTG1	0.106	Other
Q15800	MSMO1	0.106	Other
P03923	NU6M	0.106	Other
Q9HB20	PKHA3	0.106	Other
Q9Y3B1	SLMO2	0.106	Other
Q9Y248	PSF2	0.106	Other
Q9Y6P5	SESN1	0.106	Other
Q8TEB9	RHBL4	0.106	Other
Q9UJJ7	RUSD1	0.106	Other
O76082	S22A5	0.106	Other
Q86VD7	S2542	0.106	Other
P59095	STAR6	0.106	Other
O43280	TREA	0.106	Other
Q96A04	TSACC	0.106	Other
Q9H1J7	WNT5B	0.106	Other
P51797	CLCN6	0.105	Other
Q29974	2B1G	0.105	Other
P20039	2B1B	0.105	Other
Q400G9	AMZ1	0.105	Other
Q86WK6	AMGO1	0.105	Other
Q96BM1	ANKR9	0.105	Other
O76027	ANXA9	0.105	Other
P28039	AOAH	0.105	Other
Q9NY37	ASIC5	0.105	Other
Q96IY4	CBPB2	0.105	Other
Q96LI9	CX058	0.105	Other
O43903	GAS2	0.105	Other
P0DN87	NA	0.105	Other
P04440	DPB1	0.105	Other
Q9H4A9	DPEP2	0.105	Other
Q5VT40	FA78B	0.105	Other
O75426	FBX24	0.105	Other
P01570	IFN14	0.105	Other
Q9NZH6	IL37	0.105	Other
Q8NGC8	O11H7	0.105	Other
P59990	KR121	0.105	Other
Q3LI62	KR204	0.105	Other
Q9Y234	LIPT	0.105	Other
P16050	LOX15	0.105	Other
Q9NRJ1	MOST1	0.105	Other
Q96S42	NODAL	0.105	Other
Q8NG41	NPB	0.105	Other
C9JE40	PATL2	0.105	Other
Q96LQ0	PPR36	0.105	Other
Q5TGL8	PXDC1	0.105	Other
Q13530	SERC3	0.105	Other
Q8IZV5	RDH10	0.105	Other
Q8N9B8	RGF1A	0.105	Other
Q96FB5	RRNAD	0.105	Other
Q96JT2	S45A3	0.105	Other
Q6FHJ7	SFRP4	0.105	Other
Q8NDV1	SIA7C	0.105	Other
Q9C004	SPY4	0.105	Other
B1AK76	SNUFL	0.105	Other
Q7RTN6	STRAA	0.105	Other
Q8IV01	SYT12	0.105	Other
Q8NBT3	TM145	0.105	Other
Q6YI46	TMM64	0.105	Other
P25874	UCP1	0.105	Other
Q9UBV4	WNT16	0.105	Other
Q9NYS7	WSB2	0.105	Other
Q86UN2	R4RL1	0.104	Other
Q16559	TAL2	0.104	Other
P19652	A1AG2	0.104	Other
Q8IVW1	ARL17	0.104	Other
Q8WXK3	ASB13	0.104	Other
Q8N1F1	C1AS1	0.104	Other
Q5VVS0	CA140	0.104	Other
Q49AR2	CE022	0.104	Other
P29965	CD40L	0.104	Other
C9J3I9	CE058	0.104	Other
P11597	CETP	0.104	Other
Q01415	GALK2	0.104	Other
Q99680	GPR22	0.104	Other
Q495D7	CL036	0.104	Other
Q9H9P2	CHODL	0.104	Other
Q53H64	CQ073	0.104	Other
P40313	CTRL	0.104	Other
Q99895	CTRC	0.104	Other
Q30154	DRB5	0.104	Other
O00748	EST2	0.104	Other
Q8NHP7	EXD1	0.104	Other
Q02577	HEN2	0.104	Other
Q8NFY9	KBTB8	0.104	Other
Q9H7H0	MET17	0.104	Other
A6NHM9	MOXD2	0.104	Other
Q8N729	NPW	0.104	Other
Q8TCY0	NA	0.104	Other
P61576	REC04	0.104	Other
Q9BY50	SC11C	0.104	Other
Q96A44	SPSB4	0.104	Other
Q5MJ70	SPDYA	0.104	Other
Q9H7M9	GI24	0.104	Other
Q9H1J5	WNT8A	0.104	Other
Q9HAD4	WDR41	0.104	Other
Q6ZRF7	ZN818	0.104	Other
Q9Y241	HIG1A	0.103	Other
Q8WVC6	DCAKD	0.103	Other
P35348	ADA1A	0.103	Other
Q96QU6	1A1L1	0.103	Other
Q9P2W7	B3GA1	0.103	Other
P12643	BMP2	0.103	Other
Q6UXS9	CASPC	0.103	Other
Q96J86	CYYR1	0.103	Other
Q8WTQ1	D104A	0.103	Other
Q9UKR5	ERG28	0.103	Other
P78333	GPC5	0.103	Other
Q8TCG5	CPT1C	0.103	Other
P05538	DQB2	0.103	Other
Q7Z6J6	FRMD5	0.103	Other
Q99988	GDF15	0.103	Other
P10145	IL8	0.103	Other
Q969R8	ITFG2	0.103	Other
Q9UGB7	MIOX	0.103	Other
Q96M61	MAGBI	0.103	Other
O75425	MSPD3	0.103	Other
Q6P988	NOTUM	0.103	Other
Q8WUJ1	NEUFC	0.103	Other
P49279	NRAM1	0.103	Other
Q9BQI9	NRIP2	0.103	Other
O95989	NUDT3	0.103	Other
Q96S99	PKHF1	0.103	Other
Q9NQ25	SLAF7	0.103	Other
Q16842	SIA4B	0.103	Other
Q13702	RAPSN	0.103	Other
O75783	RHBL1	0.103	Other
A6NKH3	RL37L	0.103	Other
Q9NSD7	RL3R1	0.103	Other
Q8IY34	S15A3	0.103	Other
Q6UW49	SPESP	0.103	Other
Q8TCT8	SPP2A	0.103	Other
B7Z8K6	TRDC	0.103	Other
Q96RU8	TRIB1	0.103	Other
Q5EBN2	TRI61	0.103	Other
Q9NQA5	TRPV5	0.103	Other
P57075	UBS3A	0.103	Other
O43915	VEGFD	0.103	Other
Q9UKP6	UR2R	0.103	Other
Q8NCU8	YB039	0.103	Other
A6NC05	YD286	0.103	Other
Q8WVM0	TFB1M	0.102	Other
P32297	ACHA3	0.102	Other
Q86TW2	ADCK1	0.102	Other
Q6P6B7	ANR16	0.102	Other
Q5T686	AVPI1	0.102	Other
P78410	BT3A2	0.102	Other
Q9H5J4	ELOV6	0.102	Other
P46095	GPR6	0.102	Other
A8MVS5	HIDE1	0.102	Other
Q96NL8	CH037	0.102	Other
J3KSC0	CR064	0.102	Other
Q6NT55	CP4FN	0.102	Other
A6NEN9	CX065	0.102	Other
Q9BPW9	DHRS9	0.102	Other
Q9BY27	DGC6L	0.102	Other
Q30KQ4	DB116	0.102	Other
P79483	DRB3	0.102	Other
O94919	ENDD1	0.102	Other
Q9NVL1	FA86C	0.102	Other
P24071	FCAR	0.102	Other
B3EWG6	FM25G	0.102	Other
Q6Q8B3	MO2R2	0.102	Other
P05121	PAI1	0.102	Other
Q8N135	LGI4	0.102	Other
Q9UJH8	METRN	0.102	Other
Q9Y466	NR2E1	0.102	Other
P49763	PLGF	0.102	Other
Q9BTD1	SHAS3	0.102	Other
O75845	SC5D	0.102	Other
Q495N2	S36A3	0.102	Other
P59537	T2R43	0.102	Other
Q96QE5	TEFM	0.102	Other
Q86XR7	TCAM2	0.102	Other
Q8TBB0	THAP6	0.102	Other
Q96N35	TMM83	0.102	Other
Q6P9F5	TRI40	0.102	Other
Q8IWU9	TPH2	0.102	Other
Q9P2C4	TM181	0.102	Other
Q7Z4G4	TRM11	0.102	Other
Q969K4	ABTB1	0.101	Other
O14548	COX7R	0.101	Other
P11229	ACM1	0.101	Other
P31941	ABC3A	0.101	Other
Q9UNK9	ANGE1	0.101	Other
P37023	ACVL1	0.101	Other
Q6UXH0	BETAT	0.101	Other
Q8TAB7	CCD26	0.101	Other
P59103	DAOA	0.101	Other
P57773	CXA9	0.101	Other
P0CG08	GPHRB	0.101	Other
Q9H3J6	CL065	0.101	Other
O43529	CHSTA	0.101	Other
Q7Z624	CMKMT	0.101	Other
P56282	DPOE2	0.101	Other
Q14264	ENR1	0.101	Other
Q5RGS3	F74A1	0.101	Other
Q9BTA0	F167B	0.101	Other
Q96PS1	FACOS	0.101	Other
P22794	EVI2A	0.101	Other
A6NEL3	F86C2	0.101	Other
Q9UGM5	FETUB	0.101	Other
Q9NXK8	FXL12	0.101	Other
B7ZAQ6	GPHRA	0.101	Other
P0CJ68	HMN1	0.101	Other
O14558	HSPB6	0.101	Other
O00219	HYAS3	0.101	Other
P05154	IPSP	0.101	Other
O14753	OVOL1	0.101	Other
A0A0C4DH25	NA	0.101	Other
P22888	LSHR	0.101	Other
Q9BWK5	MRI	0.101	Other
P17050	NAGAB	0.101	Other
P41271	NBL1	0.101	Other
Q7Z6K4	NRARP	0.101	Other
O60811	PRAM2	0.101	Other
P24158	PRTN3	0.101	Other
Q9NXA8	SIR5	0.101	Other
P15907	SIAT1	0.101	Other
Q8IZJ4	RGDSR	0.101	Other
Q63ZE4	S22AA	0.101	Other
Q56A73	SPIN4	0.101	Other
P48775	T23O	0.101	Other
Q12974	TP4A2	0.101	Other
Q14332	FZD2	0.1	Other
Q96A57	TM230	0.1	Other
A8MUL3	ADAS1	0.1	Other
P13761	2B17	0.1	Other
Q8TC94	ACTL9	0.1	Other
Q9NPZ5	B3GA2	0.1	Other
P51878	CASP5	0.1	Other
A6NM15	CBWD7	0.1	Other
Q6GPI1	CTRB2	0.1	Other
Q8NDZ4	DIA1	0.1	Other
P24855	DNAS1	0.1	Other
P12104	FABPI	0.1	Other
Q8N4B4	FBX39	0.1	Other
P15516	HIS3	0.1	Other
P06331	HV209	0.1	Other
Q9UHF5	IL17B	0.1	Other
P24001	IL32	0.1	Other
Q96MC6	HIAT1	0.1	Other
P0CE71	OCM2	0.1	Other
Q7L8S5	OTU6A	0.1	Other
P18509	PACA	0.1	Other
Q6UVY6	MOXD1	0.1	Other
Q8NA29	NLS1	0.1	Other
Q8N6C7	PGSF1	0.1	Other
Q7Z7B1	PIGW	0.1	Other
Q9UGC6	RGS17	0.1	Other
Q06141	REG3A	0.1	Other
Q969E2	SCAM4	0.1	Other
P67812	SC11A	0.1	Other
Q9NQZ5	STAR7	0.1	Other
Q5JR98	TC1D4	0.1	Other
Q96BZ9	TBC20	0.1	Other
Q9NWX6	THG1	0.1	Other
Q9NX78	TM260	0.1	Other
Q9BR11	ZSWM1	0.1	Other
Q5SGD2	PPM1L	0.099	Other
Q9UPY5	XCT	0.099	Other
P60201	MYPR	0.099	Other
Q9H228	S1PR5	0.099	Other
Q9NUJ1	ABHDA	0.099	Other
O14561	ACPM	0.099	Other
Q8TDM0	BCAS4	0.099	Other
Q9NYX4	CALY	0.099	Other
Q9Y2D0	CAH5B	0.099	Other
Q8N7R7	CCYL1	0.099	Other
Q07325	CXCL9	0.099	Other
P21462	FPR1	0.099	Other
P30968	GNRHR	0.099	Other
Q6V0L0	CP26C	0.099	Other
P58513	CU042	0.099	Other
P58658	EVA1C	0.099	Other
Q9NZC3	GDE1	0.099	Other
P01768	HV307	0.099	Other
Q9NP56	PDE7B	0.099	Other
P59773	K102L	0.099	Other
Q693B1	KCD11	0.099	Other
P50053	KHK	0.099	Other
Q9BQD1	MCHL2	0.099	Other
Q9NRN9	METL5	0.099	Other
Q9HD23	MRS2	0.099	Other
P25189	MYP0	0.099	Other
O15453	NBR2	0.099	Other
Q8TBK2	SETD6	0.099	Other
Q969X2	SIA7F	0.099	Other
Q86UA6	RIP	0.099	Other
Q2QD12	RPEL1	0.099	Other
Q8WWX8	SC5AB	0.099	Other
P0CW21	SPGOS	0.099	Other
Q9BR01	ST4A1	0.099	Other
O95379	TFIP8	0.099	Other
O15321	TM9S1	0.099	Other
Q7Z5S9	TM144	0.099	Other
Q9UI38	TSP50	0.099	Other
Q96GC9	VMP1	0.099	Other
Q6ZS49	YQ050	0.099	Other
P18440	ARY1	0.098	Other
Q5TG92	CA195	0.098	Other
P19099	C11B2	0.098	Other
Q6UXE8	BTNL3	0.098	Other
A8K010	CF176	0.098	Other
Q9P2X8	CI027	0.098	Other
P21854	CD72	0.098	Other
E0CX11	CG073	0.098	Other
Q9UGQ3	GTR6	0.098	Other
P56277	CMC4	0.098	Other
Q08708	CLM6	0.098	Other
Q9H2I8	CJ011	0.098	Other
Q3B7I2	CNPY1	0.098	Other
Q8N129	CNPY4	0.098	Other
P11712	CP2C9	0.098	Other
Q5SYC1	CLVS2	0.098	Other
Q9NR63	CP26B	0.098	Other
Q6YFQ2	CX6B2	0.098	Other
Q8IWN6	F223A	0.098	Other
Q12891	HYAL2	0.098	Other
Q969J5	I22R2	0.098	Other
Q9H665	IGFR1	0.098	Other
Q13394	MB211	0.098	Other
Q9Y2G5	OFUT2	0.098	Other
Q8N7A1	KLDC1	0.098	Other
Q86V97	KBTB6	0.098	Other
Q9Y2U2	KCNK7	0.098	Other
O00292	LFTY2	0.098	Other
Q6ISS4	LAIR2	0.098	Other
A4QPB2	LRP5L	0.098	Other
A6NHS7	MANS4	0.098	Other
Q8TCY5	MRAP	0.098	Other
P34130	NTF4	0.098	Other
Q9NUD9	PIGV	0.098	Other
Q9BSF0	SMAKA	0.098	Other
A6NI03	TR64B	0.098	Other
Q8NBN3	TM87A	0.098	Other
P56703	WNT3	0.098	Other
O00451	GFRA2	0.097	Other
Q9Y5S1	TRPV2	0.097	Other
P21964	COMT	0.097	Other
Q9NS82	AAA1	0.097	Other
Q8J025	APCD1	0.097	Other
Q6UWY0	ARSK	0.097	Other
Q9H3M9	ATX3L	0.097	Other
Q6ZMU1	C3P1	0.097	Other
